IndicatorID	IndicatorDesc	Source	Unit	Period	Region	Sex	AgeGroup	YearsOfSchooling	Occupation	Value	FN
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	30-39	All		16.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	30-39	All		21	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	30-39	All		18.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	30-39	All		16.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	30-39	All		13.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	30-39	All		15.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	30-39	All		15.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	30-39	All		20	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	30-39	All		19.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	30-39	All		20.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	40-49	All		10.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	40-49	All		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	40-49	All		25.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	40-49	All		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	40-49	All		22.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	40-49	All		18.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	40-49	All		18.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	40-49	All		16.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	40-49	All		19	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	40-49	All		16.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	40-49	All		15.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	40-49	All		12.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	40-49	All		13.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	40-49	All		11.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	40-49	All		14.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	40-49	All		12.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	40-49	All		13.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	50-59	All		8.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	50-59	All		17.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	50-59	All		22.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	50-59	All		18.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	50-59	All		20.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	50-59	All		18	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	50-59	All		18.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	50-59	All		15.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	50-59	All		18.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	50-59	All		16.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	50-59	All		16.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	50-59	All		11.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	50-59	All		12.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	50-59	All		12.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	50-59	All		13.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	50-59	All		13.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	50-59	All		14.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	60+	All		4.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	60+	All		7.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	60+	All		14.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	60+	All		9.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	60+	All		10.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	60+	All		8.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	60+	All		6.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	60+	All		7.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	60+	All		11.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	60+	All		11.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	60+	All		10.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	60+	All		5.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	60+	All		6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	60+	All		6.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	60+	All		7.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	60+	All		9.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	60+	All		8.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Male	15+	All		14.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Male	15+	All		27.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Male	15+	All		33.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Male	15+	All		26.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Male	15+	All		28.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Male	15+	All		23.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Male	15+	All		24.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Male	15+	All		22.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Male	15+	All		27.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Male	15+	All		24.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Male	15+	All		23.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Male	15+	All		19.18298623	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Male	15+	All		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Male	15+	All		20.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Male	15+	All		23.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Male	15+	All		22.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Male	15+	All		22.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Females	15+	All		12.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Females	15+	All		13.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Females	15+	All		17	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Females	15+	All		18.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Females	15+	All		20	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Females	15+	All		22.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Females	15+	All		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Females	15+	All		19.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Females	15+	All		24.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Females	15+	All		26.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Females	15+	All		26.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Females	15+	All		28.37398841	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Females	15+	All		32.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Females	15+	All		35	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Females	15+	All		38.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Females	15+	All		39.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Females	15+	All		44.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	15+	All		14.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	15+	All		25.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	15+	All		31.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	15+	All		25.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	15+	All		26.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	15+	All		23.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	15+	All		23.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	15+	All		21.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	15+	All		26.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	15+	All		24.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	15+	All		23.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	15+	All		20.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	15+	All		23	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	15+	All		23.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	15+	All		26.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	15+	All		25.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	15+	All		26.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Male	25+	All		12.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Male	25+	All		24.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Male	25+	All		30.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Male	25+	All		23.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Male	25+	All		24.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Male	25+	All		20.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Male	25+	All		21.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Male	25+	All		18.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Male	25+	All		23.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Male	25+	All		20	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Male	25+	All		18.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Male	25+	All		14.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Male	25+	All		15.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Male	25+	All		14.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Male	25+	All		18.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Male	25+	All		17.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Male	25+	All		17.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Females	25+	All		9.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Females	25+	All		9.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Females	25+	All		12.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Females	25+	All		13.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Females	25+	All		14.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Females	25+	All		16.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Females	25+	All		15.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Females	25+	All		13.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Females	25+	All		17.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Females	25+	All		20.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Females	25+	All		20.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Females	25+	All		21.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Females	25+	All		25.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Females	25+	All		28.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Females	25+	All		32.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Females	25+	All		33.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Females	25+	All		38.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	25+	All		12.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	25+	All		22.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	25+	All		28	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	25+	All		21.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	25+	All		23	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	25+	All		19.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	25+	All		20.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	25+	All		17.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	25+	All		22.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	25+	All		20.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	25+	All		19.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	25+	All		16.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	25+	All		17.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	25+	All		17.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	25+	All		21.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	25+	All		20.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	25+	All		21.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Male	15-24	All		20.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Male	15-24	All		36.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Male	15-24	All		43.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Male	15-24	All		38.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Male	15-24	All		39.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Male	15-24	All		35	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Male	15-24	All		34.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Male	15-24	All		34.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Male	15-24	All		39.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Male	15-24	All		37.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Male	15-24	All		36.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Male	15-24	All		32.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Male	15-24	All		34.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Male	15-24	All		36.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Male	15-24	All		39.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Male	15-24	All		36.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Male	15-24	All		36.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Females	15-24	All		23.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Females	15-24	All		31	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Females	15-24	All		36.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Females	15-24	All		38.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Females	15-24	All		45	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Females	15-24	All		46.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Females	15-24	All		43.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Females	15-24	All		42.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Females	15-24	All		47.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Females	15-24	All		46.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Females	15-24	All		49.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Females	15-24	All		53.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Females	15-24	All		62.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Females	15-24	All		64.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Females	15-24	All		62.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Females	15-24	All		60.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Females	15-24	All		65.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	15-24	All		20.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	15-24	All		35.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Both	15-24	All		42.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Both	15-24	All		38.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Both	15-24	All		40	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Both	15-24	All		36.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Both	15-24	All		35.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Both	15-24	All		35.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Both	15-24	All		40.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Both	15-24	All		38.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Both	15-24	All		38.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Both	15-24	All		35.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Both	15-24	All		38.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Both	15-24	All		41	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Both	15-24	All		43.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Both	15-24	All		40.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2016	Pal	Both	15-24	All		41.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Male	All	0		11.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Male	All	0		21.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Male	All	0		28	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Male	All	0		21	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Male	All	0		26	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Male	All	0		15.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Male	All	0		15.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Male	All	0		18.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Male	All	0		23.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Male	All	0		27.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Male	All	0		24.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Male	All	0		20.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Male	All	0		18.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Male	All	0		25.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Male	All	0		28.1	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Male	All	0		21	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Females	All	0		0.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Females	All	0		0.7	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2002	Pal	Females	All	0		2.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2003	Pal	Females	All	0		2.4	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2004	Pal	Females	All	0		1.9	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2005	Pal	Females	All	0		1.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2006	Pal	Females	All	0		1.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2007	Pal	Females	All	0		1.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2008	Pal	Females	All	0		2.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2009	Pal	Females	All	0		3.3	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2010	Pal	Females	All	0		1.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2011	Pal	Females	All	0		2.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2012	Pal	Females	All	0		1.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2013	Pal	Females	All	0		2.8	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2014	Pal	Females	All	0		3.6	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2015	Pal	Females	All	0		6.5	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2000	Pal	Both	All	0		6.2	
8.5.2	Unemployment rate, by sex, and age 	National Accounts Statistics	percentage	2001	Pal	Both	All	0		12.2	
